Index[#version],Pointer[#version|],Original,Translated
508,0xc87be,<SFF>タマオに<CD>メダバ-ドでまけた<CD>コウジは タマオに<CD>何と 言った?<*04>,<SFF>What did Kouji say to Tamao<D3>after losing to him in<D3>the Medabird Tournament?<D3><*04>
509,0xc87c0,<SFF>ナマイキなやつ<*04>,<SFF>Cheeky guy<*04>
510,0xc87c2,<SFF>気にくわねえやつ<*04>,<SFF>Guy I can't stand<*04>
511,0xc87c4,<SFF>イヤなやつ<*04>,<SFF>Unpleasant guy<*04>
512,0xc87c6,<SFF>ジャクナン小に<CD>入れなかった<CD>白玉の<CD>メダロットは?<*04>,<SFF>Which of Shiratama's<D3>Medarots was not allowed<D3>into Jakunan Elementary?<D3><*04>
513,0xc87c8,<SFF>リンボマンボ<*04>,<SFF>Rinbomambo<*04>
514,0xc87ca,<SFF>スミロドナッド<*04>,<SFF>Smilodonad<*04>
515,0xc87cc,<SFF>アンビギュアス<*04>,<SFF>Ambiguous<*04>
516,0xc87ce,<SFF>レトルトレディが<CD>すがたを<CD>けすときの<CD>キメぜリふは?<*04>,<SFF>What is Retort Lady's<D3>signature phrase<D3>when she disappears?<D3><*04>
517,0xc87d0,<SFF>じゃね バイビ-♥<*04>,"<SFF>See ya, byebee ♥<*04>"
518,0xc87d2,<SFF>また 会いましょう♥<*04>,<SFF>Let's meet again ♥<*04>
519,0xc87d4,<SFF>アディオス アミ-ゴ♥<*04>,<SFF>Adios Amigo ♥<*04>
520,0xc87d6,<SFF>ゆうかいされた<CD>カリンに<CD>つけられた<CD>しょうきんは?<*04>,<SFF>How much is the bounty<D3>placed on the<D3>kidnapped Karin?<D3><*04>
521,0xc87d8,<SFF>10000000¥<*04>,"<SFF>10,000,000¥<*04>"
522,0xc87da,<SFF>  100000¥<*04>,"<SFF>100,000¥<*04>"
523,0xc87dc,<SFF>  500000¥<*04>,"<SFF>500,000¥<*04>"
524,0xc87de,<SFF>キノコは むかし<CD>どこの 小学校の<CD>せいとだった?<CD><*04>,<SFF>Which elementary school<D3>did Kinoko use to<D3>go to?<D3><*04>
525,0xc87e0,<SFF>ジャクナン小学校<*04>,<SFF>Jakunan Elementary School<*04>
526,0xc87e2,<SFF>花園学園<*04>,<SFF>Hanazono Academy<*04>
527,0xc87e4,<SFF>ギンジョウ小学校<*04>,<SFF>Ginjou Elementary School<*04>
528,0xc87e6,<SFF>ミスコンで<CD>コウジが まけた<CD>メダロットは?<CD><*04>,<SFF>Which Medarot did<D3>Kouji lose to at the<D3>beauty pageant?<D3><*04>
529,0xc87e8,<SFF>ナ-スちゃん<*04>,<SFF>Nurse-chan<*04>
530,0xc87ea,<SFF>ゴッドエンペラ-<*04>,<SFF>God Emperor<*04>
531,0xc87ec,<SFF>ア-クビ-トルD<*04>,<SFF>Arcbeetle-D<*04>
532,0xc87ee,<SFF>ジャクナン小で<CD>メダロットを<CD>せいぎょした<CD>システムは?<*04>,<SFF>What was the system<D3>used to control Medarots<D3>at Jakunan Elementary?<D3><*04>
533,0xc87f0,<SFF>レゾナンスシステム<*04>,<SFF>Resonance System<*04>
534,0xc87f2,<SFF>ヘベレケシステム<*04>,<SFF>Hebereke System<*04>
535,0xc87f4,<SFF>システムキッチン<*04>,<SFF>System Kitchen<*04>
536,0xc87f6,<SFF>ミスコンで<CD>ゆうしょうした<CD>かんそうは?<CD><*04>,<SFF>How did you feel<D3>after winning the<D3>beauty pageant?<D3><*04>
537,0xc87f8,<SFF>カンムリョウです<*04>,<SFF>Deeply moved<*04>
538,0xc87fa,<SFF>うれしくて ことばになリません<*04>,<SFF>Too happy for words<*04>
539,0xc87fc,<SFF>自分で自分をほめてあげたい<*04>,<SFF>I want to praise myself<*04>
540,0xc87fe,<SFF>リュウコ先生の<CD>じゅぎょうでは<CD>メダバ-ドは<CD>どのコ-スだった?<*04>,<SFF>Which course was used for<D3>Medabird in<D3>Ryuuko-sensei's class?<D3><*04>
541,0xc8800,<SFF>ミドルコ-ス<*04>,<SFF>Middle Course<*04>
542,0xc8802,<SFF>ロングコ-ス<*04>,<SFF>Long Course<*04>
543,0xc8804,<SFF>ドラコンコ-ス<*04>,<SFF>Driving Contest Course<*04>
544,0xc8806,<SFF>フユ-ンに<CD>行くときに<CD>ママが つくった<CD>おベんとうは?<*04>,<SFF>What did Mom make<D3>in the bento for the trip<D3>to the Fuyun Ruins?<D3><*04>
545,0xc8808,<SFF>サンドイッチ<*04>,<SFF>Sandwiches<*04>
546,0xc880a,<SFF>いなリずし<*04>,<SFF>Inari sushi<*04>
547,0xc880c,<SFF>まくのうち<*04>,<SFF>Makunouchi bento<*04>
548,0xc880e,<SFF>セレクト隊が<CD>ロボロボ団だっそう<CD>を かくしてた<CD>リゆうは?<*04>,<SFF>Why did the Select Corps<D3>hide the fact that the RoboRobo<D3>Gang had escaped?<D3><*04>
549,0xc8810,<SFF>メダロット社の めいれい<*04>,<SFF>Orders from the Medarot Corporation<*04>
550,0xc8812,<SFF>じじつを いんペいしてた<*04>,<SFF>They were covering it up<*04>
551,0xc8814,<SFF>知らなかったから<*04>,<SFF>Because they didn't know<*04>
552,0xc8816,<SFF>すなの たきで<CD>ゆうれいの フリを<CD>していたのは<CD>何型メダロット?<*04>,<SFF>What type of Medarot<D3>was pretending to be a ghost<D3>at the Sand Waterfall?<D3><*04>
553,0xc8818,<SFF>スペクタ-型<*04>,<SFF>Specter-type<*04>
554,0xc881a,<SFF>ゆうれい型<*04>,<SFF>Ghost-type<*04>
555,0xc881c,<SFF>クワガタ型<*04>,<SFF>Kuwagata-type<*04>
556,0xc881e,<SFF>ゆうれいが 出る<CD>ウワサが あるのは<CD>すなの たきの<CD>どっち?<*04>,<SFF>Which side of the Sand Waterfall<D3>has the rumor<D3>about ghosts appearing?<D3><*04>
557,0xc8820,<SFF>右<*04>,<SFF>Right<*04>
558,0xc8822,<SFF>左<*04>,<SFF>Left<*04>
559,0xc8824,<SFF>下<*04>,<SFF>Bottom<*04>
560,0xc8826,<SFF>ウミネコホテルの<CD>とくちょうは?<CD><CD><*04>,<SFF>What is a special feature of<D3>the Umineko Hotel?<D3><D3><*04>
561,0xc8828,<SFF>ごはんを よういしてくれる<*04>,<SFF>They prepare meals for you<*04>
562,0xc882a,<SFF>ふとんを しいてくれる<*04>,<SFF>They lay out your futon<*04>
563,0xc882c,<SFF>テレビを つけてくれる<*04>,<SFF>They turn on the TV for you<*04>
564,0xc882e,<SFF>コウジの<CD>きらいなものは?<CD><CD><*04>,<SFF>What does Kouji<D3>hate the most?<D3><D3><*04>
565,0xc8830,<SFF>むしの たいぐん<*04>,<SFF>A swarm of bugs<*04>
566,0xc8832,<SFF>ロボロボの たいぐん<*04>,<SFF>A swarm of RoboRobos<*04>
567,0xc8834,<SFF>そんなもの ない<*04>,<SFF>He has no such thing<*04>
568,0xc8836,<SFF>ロボロボ団が<CD>海の いえから<CD>ぬすんだものは?<CD><*04>,<SFF>What did the RoboRobo Gang<D3>steal from the<D3>beach house?<D3><*04>
569,0xc8838,<SFF>イカやき<*04>,<SFF>Grilled squid<*04>
570,0xc883a,<SFF>タコやき<*04>,<SFF>Takoyaki<*04>
571,0xc883c,<SFF>まるやき<*04>,<SFF>A whole roasted animal<*04>
572,0xc883e,<SFF>サケカ-スが<CD>こうきゅうホテルで<CD>つかっていたのは?<CD><*04>,<SFF>What kind of bath was Sakekaasu<D3>using at the<D3>luxury hotel?<D3><*04>
573,0xc8840,<SFF>たんさんぶろ<*04>,<SFF>Carbonated bath<*04>
574,0xc8842,<SFF>ろてんぶろ<*04>,<SFF>Open-air bath<*04>
575,0xc8844,<SFF>でんきぶろ<*04>,<SFF>Electric bath<*04>
576,0xc8846,<SFF>ミズチの<CD>しゅっしん学校は?<CD><CD><*04>,<SFF>Which school did<D3>Mizuchi graduate from?<D3><D3><*04>
577,0xc8848,<SFF>リュウトウ学園<*04>,<SFF>Ryuutou Academy<*04>
578,0xc884a,<SFF>トラニシ学底<*04>,<SFF>Toranishi Academy<*04>
579,0xc884c,<SFF>ギンジョウ小学校<*04>,<SFF>Ginjou Elementary School<*04>
580,0xc884e,<SFF>ちまきの<CD>とくいわざは?<CD><CD><*04>,<SFF>What is Chimaki's<D3>special move?<D3><D3><*04>
581,0xc8850,<SFF>ぶんしん<*04>,<SFF>Cloning<*04>
582,0xc8852,<SFF>ひこう<*04>,<SFF>Flying<*04>
583,0xc8854,<SFF>かえんほうしゃ<*04>,<SFF>Flamethrower<*04>
584,0xc8856,<SFF>トライアスロンの時<CD>スクリュ-ズが<CD>みずぎじゃなかった<CD>のはなぜ?<*04>,<SFF>Why weren't the Screws<D3>wearing swimsuits<D3>during the triathlon?<D3><*04>
585,0xc8858,<SFF>ひやけが ヒリヒリ いたむから<*04>,<SFF>Because their sunburns stung<*04>
586,0xc885a,<SFF>みずぎを わすれたから<*04>,<SFF>Because they forgot their swimsuits<*04>
587,0xc885c,<SFF>なんとなく<*04>,<SFF>Just because<*04>
588,0xc885e,<SFF>ミズチの<CD>みょうじは?<CD><CD><*04>,<SFF>What is Mizuchi's<D3>last name?<D3><D3><*04>
589,0xc8860,<SFF>ヤミクモ<*04>,<SFF>Yamikumo<*04>
590,0xc8862,<SFF>ヤケクソ<*04>,<SFF>Yakekuso<*04>
591,0xc8864,<SFF>やまだ<*04>,<SFF>Yamada<*04>
592,0xc8866,<SFF>ロボトルきょうかい<CD>こうにんレフェリ-<CD>とえいば?<CD><*04>,<SFF>Who is the official referee<D3>of the<D3>Robattle Association?<D3><*04>
593,0xc8868,<SFF>ミスタ-.うるち<*04>,<SFF>Mr. Uruchi<*04>
594,0xc886a,<SFF>ミスタ-.うろち<*04>,<SFF>Mr. Urochi<*04>
595,0xc886c,<SFF>ミスタ-.おろち<*04>,<SFF>Mr. Orochi<*04>
596,0xc886e,<SFF>ミズチと オロチの<CD>かんけいは?<CD><CD><*04>,<SFF>What is the relationship<D3>between Mizuchi and Orochi?<D3><D3><*04>
597,0xc8870,<SFF>おやこ<*04>,<SFF>Parent and child<*04>
598,0xc8872,<SFF>きょうだい<*04>,<SFF>Siblings<*04>
599,0xc8874,<SFF>そっくリさん<*04>,<SFF>Look-alikes<*04>
600,0xc8876,<SFF>ビ-ストキングの<CD>しょうたいは?<CD><CD><*04>,<SFF>What is the true identity<D3>of the Beast King?<D3><D3><*04>
601,0xc8878,<SFF>オロチ<*04>,<SFF>Orochi<*04>
602,0xc887a,<SFF>ミズチ<*04>,<SFF>Mizuchi<*04>
603,0xc887c,<SFF>コウジ<*04>,<SFF>Kouji<*04>
604,0xc887e,<SFF>リュウトウ学園で<CD>きんしされている<CD>ことは?<CD><*04>,<SFF>What is forbidden at<D3>Ryuutou Academy?<D3><D3><*04>
605,0xc8880,<SFF>しゃしんさつえい<*04>,<SFF>Taking photographs<*04>
606,0xc8882,<SFF>ロボトル<*04>,<SFF>Robattling<*04>
607,0xc8884,<SFF>ベんきょう<*04>,<SFF>Studying<*04>
608,0xc8886,<SFF>ミズチの 言う<CD>「黄色い頭」って<CD>だれのこと?<CD><*04>,<SFF>Who is the "blondie"<D3>that Mizuchi refers to?<D3><D3><*04>
609,0xc8888,<SFF>カリン<*04>,<SFF>Karin<*04>
610,0xc888a,<SFF>スミロドナッド<*04>,<SFF>Smilodonad<*04>
611,0xc888c,<SFF>カガミヤマ<*04>,<SFF>Kagamiyama<*04>
612,0xc888e,<SFF>オロチは むかし<CD>何を していた?<CD><CD><*04>,<SFF>What did Orochi used<D3>to be in the past?<D3><D3><*04>
613,0xc8890,<SFF>ヘベレケはかせの でし<*04>,<SFF>Dr. Hebereke's disciple<*04>
614,0xc8892,<SFF>メダロットはかせの じょしゅ<*04>,<SFF>Dr. Medarot's assistant<*04>
615,0xc8894,<SFF>ぎょうざ<*04>,<SFF>A gyoza<*04>
616,0xc8896,<SFF>リュウトウ学園の<CD>とびらをあけるのに<CD>ひつようなのは?<CD><*04>,<SFF>What is needed to open<D3>the doors at<D3>Ryuutou Academy?<D3><*04>
617,0xc8898,<SFF>IDカ-ド<*04>,<SFF>An ID card<*04>
618,0xc889a,<SFF>テレホンカ-ド<*04>,<SFF>A telephone card<*04>
619,0xc889c,<SFF>ねんリき<*04>,<SFF>Telekinesis<*04>
620,0xc889e,<SFF>ミズチのパ-トナ-<CD>メダロットって?<CD><CD><*04>,<SFF>What is Mizuchi's<D3>partner Medarot?<D3><D3><*04>
621,0xc88a0,<SFF>リヴァイアサン<*04>,<SFF>Leviathan<*04>
622,0xc88a2,<SFF>ベヒ-モス<*04>,<SFF>Behemoth<*04>
623,0xc88a4,<SFF>リんたろう<*04>,<SFF>Rintarou<*04>
624,0xc88a6,<SFF>せんぼうきょうは<CD>だれからの<CD>もらいもの?<CD><*04>,<SFF>Who did you get the<D3>periscope from?<D3><D3><*04>
625,0xc88a8,<SFF>アリカ<*04>,<SFF>Arika<*04>
626,0xc88aa,<SFF>カリン<*04>,<SFF>Karin<*04>
627,0xc88ac,<SFF>ハチロウ<*04>,<SFF>Hachirou<*04>
628,0xc88ae,<SFF>ウミネコホテルは<CD>なんかいだて?<CD><CD><*04>,<SFF>How many stories tall<D3>is the Umineko Hotel?<D3><D3><*04>
629,0xc88b0,<SFF>3かい<*04>,<SFF>3 stories<*04>
630,0xc88b2,<SFF>4かい<*04>,<SFF>4 stories<*04>
631,0xc88b4,<SFF>5かい<*04>,<SFF>5 stories<*04>
632,0xc88b6,<SFF>ウミネコかいがんに<CD>あらわれた<CD>ふなむしの<CD>正体は?<*04>,<SFF>What was the true identity<D3>of the sea roach that appeared<D3>at Umineko Beach?<D3><*04>
633,0xc88b8,<SFF>ゴキブリ型メダロット<*04>,<SFF>A Cockroach-type Medarot<*04>
634,0xc88ba,<SFF>ふなむし型メダロット<*04>,<SFF>A Sea Roach-type Medarot<*04>
635,0xc88bc,<SFF>ほんものの ふなむし<*04>,<SFF>A real sea roach<*04>
636,0xc88be,<SFF>ウミネコかいがんに<CD>ほんとうに<CD>あるのは?<CD><*04>,<SFF>What is actually located<D3>at Umineko Beach?<D3><D3><*04>
637,0xc88c0,<SFF>セレクトしぶ<*04>,<SFF>A Select Corps branch<*04>
638,0xc88c2,<SFF>じんじゃ<*04>,<SFF>A shrine<*04>
639,0xc88c4,<SFF>メダロッタ-ズ<*04>,<SFF>Medarotters<*04>
640,0xc88c6,<SFF>メダロット社に<CD>ふせいなアクセスを<CD>したのは?<CD><*04>,<SFF>Who illegally accessed<D3>the Medarot Corporation?<D3><D3><*04>
641,0xc88c8,<SFF>オロチ<*04>,<SFF>Orochi<*04>
642,0xc88ca,<SFF>ヘベレケはかせ<*04>,<SFF>Dr. Hebereke<*04>
643,0xc88cc,<SFF>サケカ-ス<*04>,<SFF>Sakekaasu<*04>
644,0xc88ce,<SFF>ウミネコかいがんで<CD>おまえさんが<CD>していないことは?<CD><*04>,<SFF>Which of these have you<D3>never done at<D3>Umineko Beach?<D3><*04>
645,0xc88d0,<SFF>海にむかって さけぶ<*04>,<SFF>Shout at the sea<*04>
646,0xc88d2,<SFF>ゴミそうじ<*04>,<SFF>Clean up trash<*04>
647,0xc88d4,<SFF>トライアスロン大会<*04>,<SFF>A triathlon<*04>
648,0xc88d6,<SFF>グレインに<CD>たいこう できる<CD>ゆいいつの<CD>メダロットとは?<*04>,<SFF>Which Medarot is the only<D3>one that can<D3>oppose Grain?<D3><*04>
649,0xc88d8,<SFF>パ-ティクル<*04>,<SFF>Particle<*04>
650,0xc88da,<SFF>ゴッドエンペラ-<*04>,<SFF>God Emperor<*04>
651,0xc88dc,<SFF>ア.ゲダマ-<*04>,<SFF>A.Gedamar<*04>
652,0xc88de,<SFF>次のうち<CD>リュウトウ学園に<CD>そんざいしないのは<CD>どれ?<*04>,<SFF>Which of the following does<D3>not exist at<D3>Ryuutou Academy?<D3><*04>
653,0xc88e0,<SFF>しちょうかくしつ<*04>,<SFF>An audio-visual room<*04>
654,0xc88e2,<SFF>さいみんがくしゅうしつ<*04>,<SFF>The Hypnosis Learning Room<*04>
655,0xc88e4,<SFF>ロボトルくんれんじょう<*04>,<SFF>A Robattle Training Ground<*04>
656,0xc88e6,<SFF>さいごに<CD>とうじょうした<CD>サブゲ-ムは?<CD><*04>,<SFF>Which mini-game was<D3>introduced last?<D3><D3><*04>
657,0xc88e8,<SFF>ダ-クロボトル<*04>,<SFF>Dark Robattle<*04>
658,0xc88ea,<SFF>メダスピ-ドキング<*04>,<SFF>Meda-Speed King<*04>
659,0xc88ec,<SFF>メダバ-ド<*04>,<SFF>Medabird<*04>
660,0xc88ee,<SFF>海のどうくつを<CD>たんさくするのに<CD>ひつようなものは?<CD><*04>,<SFF>What do you need<D3>to explore the<D3>Ocean Cave?<D3><*04>
661,0xc88f0,<SFF>せんぼうきょう<*04>,<SFF>A periscope<*04>
662,0xc88f2,<SFF>ミニハンドル<*04>,<SFF>A Mini Steering Wheel<*04>
663,0xc88f4,<SFF>かぜのつばさ<*04>,<SFF>Wings of Wind<*04>
664,0xc88f6,<SFF>リュウトウ学園で<CD>たたかわなくても<CD>いいのは だれ?<CD><*04>,<SFF>Who do you not have to<D3>fight at<D3>Ryuutou Academy?<D3><*04>
665,0xc88f8,<SFF>シオカラ<*04>,<SFF>Shiokara<*04>
666,0xc88fa,<SFF>スルメ<*04>,<SFF>Surume<*04>
667,0xc88fc,<SFF>サケカ-ス<*04>,<SFF>Sakekaasu<*04>
668,0xc88fe,<SFF>エコ-そうちは<CD>どう ならベれば<CD>イチバンこうかを<CD>はっきする?<*04>,<SFF>How should the echo devices<D3>be arranged for<D3>maximum effect?<D3><*04>
669,0xc8900,<SFF>メダルの形<*04>,<SFF>In the shape of a Medal<*04>
670,0xc8902,<SFF>いっかしょに あつめる<*04>,<SFF>Gather them all in one place<*04>
671,0xc8904,<SFF>¥を えがく<*04>,<SFF>Draw the ¥ symbol<*04>
672,0xc8906,<SFF>トライアスロン大会<CD>さんかしてないのは<CD>だれ?<CD><*04>,<SFF>Who did not participate<D3>in the<D3>triathlon?<D3><*04>
673,0xc8908,<SFF>リんたろう<*04>,<SFF>Rintarou<*04>
674,0xc890a,<SFF>イワノイ<*04>,<SFF>Iwanoi<*04>
675,0xc890c,<SFF>ミズチ<*04>,<SFF>Mizuchi<*04>
676,0xc890e,<SFF>スクリュ-ズが<CD>れんらくをとる時に<CD>使う いつものやつ<CD>とは何?<*04>,<SFF>What is the "usual thing"<D3>that the Screws use<D3>to communicate with each other?<*04>
677,0xc8910,<SFF>トランシ-バ-<*04>,<SFF>Transceivers<*04>
678,0xc8912,<SFF>でんしょばと<*04>,<SFF>Carrier pigeons<*04>
679,0xc8914,<SFF>のろし<*04>,<SFF>Smoke signals<*04>
680,0xc8916,<SFF>トラニシ学底2Fに<CD>そんざいしないのは<CD>次のうち どれ?<CD><*04>,<SFF>Which of the following is not on<D3>the 2nd floor of<D3>Toranishi Academy?<D3><*04>
681,0xc8918,<SFF>しょくいんしつ<*04>,<SFF>A staff room<*04>
682,0xc891a,<SFF>モニタ-ル-ム<*04>,<SFF>A monitor room<*04>
683,0xc891c,<SFF>さいみんがくしゅうしつ<*04>,<SFF>The Hypnosis Learning Room<*04>
684,0xc891e,<SFF>シンラの<CD>しょうてんがいで<CD>アリカが買ったもの<CD>は何?<*04>,<SFF>What did Arika buy in<D3>the Shinra shopping district?<D3><D3><*04>
685,0xc8920,<SFF>キ-ホルダ-<*04>,<SFF>A keychain<*04>
686,0xc8922,<SFF>まんじゅう<*04>,<SFF>A manju<*04>
687,0xc8924,<SFF>イヤリング<*04>,<SFF>Earrings<*04>
688,0xc8926,<SFF>本当の<CD>カワムラ-は?<*04>,<SFF>Who is the real<D3>Kawamura?<D3><*04>
689,0xc8928,<SFF>ロンゲ<*01>,<SFF>The long-haired one<*01>
690,0xc892a,<SFF>ハゲ<*01>,<SFF>The bald one<*01>
691,0xc892c,<SFF>チョンマゲ<*01>,<SFF>The one with a topknot<*01>
