Index[#version],Pointer[#version|],Original,Translated
227#kuwagata,0x118f69,女の子には やさしくしないと<CD>ダメなのにぃ-!<*02>,You're supposed to be<D3>gentle with girls!<*02>
228#kabuto,0x118f6b,今 はやリの パ-ツ<CD>手に入れたの-♥<*02>,I just got some trendy parts~♥<D3><*02>
228#kuwagata,0x118f6b,やっぱし カワイ- メダロットが<CD>1番よね-♥<*02>,"As expected, cute Medarots<D3>are the best~♥<*02>"
229#kabuto,0x118f6d,も-! 手に入れた<CD>ばっかしなのにっ ひどいんだ-!<*02>,"Jeez! I just got these,<D3>you're so mean!<*02>"
229#kuwagata,0x118f6d,そんなぁ-<CD>それは ないんじゃな-い?<*02>,Aww~<D3>There's no way that's right~<*02>
230#kabuto,0x118f6f,あら それ メダロッチじゃない<CD>じゃ ロボトル つきあって<*02>,"Oh, isn't that a Medarotch?<D3>Then keep me company for a Robattle.<*02>"
230#kuwagata,0x118f6f,あなたは ベんきょうと ロボトル<CD>どっちが だいじ?<*02>,"Which is more important to you,<D3>studying or Robattles?<*02>"
231#kabuto,0x118f71,...だって 毎日 しごとだけって<CD>いうのも あじけないでしょ?<*02>,"...After all, doing nothing but work<D3>every day is boring, isn't it?<*02>"
231#kuwagata,0x118f71,...って 聞いて ふつう<CD>「ベんきょう」とは こたえないわね<*02>,"...When you're asked that, you normally<D3>don't answer 'studying', do you?<*02>"
232#kabuto,0x118f73,まいど おなじみの<CD>ロボトルで ございま-す!<*02>,It's your familiar<D3>Robattle time!<*02>
232#kuwagata,0x118f73,ロボトルは メダロットの<CD>きほんでございま-す!<*02>,Robattles are the basics<D3>of Medarots!<*02>
233#kabuto,0x118f75,はい あリがとうございました!<CD><*02>,"Yes, thank you very much!<D3><*02>"
233#kuwagata,0x118f77,また おねがいいたします!<CD><*02>,Please let us battle again!<D3><*02>
234#kabuto,0x118f79,はぁ~い ボウヤ おねえさんが<CD>あいてして あ.げ.る♥<*02>,Hiii there, boy~ Big sis<D3>is gonna play with you~ ♥<*02>
234#kuwagata,0x118f79,あら~ おねえさんに あそんで<CD>もらいたいのぉ?<*02>,Oh my~ Do you want<D3>big sis to play with you?<*02>
235#kabuto,0x118f7b,うふ♥ ステキだったわぁ♥<CD><*02>,Ufufu♥ That was wonderful♥<D3><*02>
235#kuwagata,0x118f7b,イケナイ子ねえ♥<CD><*02>,You naughty boy♥<D3><*02>
236#kabuto,0x118f7d,やみに 生きるは<CD>しのびの さだめ!<*02>,To live in darkness<D3>is the fate of a ninja!<*02>
236#kuwagata,0x118f7d,やみよに ひそんで<CD>てきを きる!!<*02>,"Lurking in the dark night,<D3>I strike down the enemy!!<*02>"
237#kabuto,0x118f7f,やみに ちる!<CD><*02>,Scatter into the darkness!<D3><*02>
237#kuwagata,0x118f7f,やみよが このみを かくす時まで!<CD><*02>,Until the dark night hides my body!<D3><*02>
238#kabuto,0x118f81,てゆ-か- 何で こんなとこまで<CD>来て ロボトルな わけぇ?<*02>,Like, why would you come all the<D3>way out here just for a Robattle?<*02>
238#kuwagata,0x118f81,てゆ-か- ロボトルいがいにもさ-<CD>もっと 楽しいこと あんじゃん?<*02>,I mean, besides Robattling...<D3>Aren't there more fun things to do?<*02>
239#kabuto,0x118f83,さ- およぎに 行こ-っと<CD><*02>,Well~ Let's go for a swim.<D3><*02>
239#kuwagata,0x118f83,ロボトルばっか つよくても<CD>女に もてないわよ-<*02>,Being strong at Robattles won't<D3>make you popular with girls~<*02>
240#kabuto,0x118f85,今日は どのメダロットに<CD>しようかな?<*02>,Which Medarot should I use today?<D3><*02>
240#kuwagata,0x118f85,そこのキミ! ちょっと<CD>お手合わせ ねがえないかい?<*02>,You there! Would you care for<D3>a quick sparring match?<*02>
241#kabuto,0x118f87,持ってるだけで そだっていく<CD>メダルが あったら いいのに<*02>,I wish there was a Medal that<D3>grew just by holding onto it.<*02>
241#kuwagata,0x118f87,なるほどね そう来たか<CD><*02>,"I see, so that's your approach.<D3><*02>"
242#kabuto,0x118f89,あら あなた ステキな<CD>メダロット 持ってらっしゃるのね<*02>,"Oh my, you have a rather<D3>wonderful Medarot, don't you.<*02>"
242#kuwagata,0x118f89,あなたの メダロット<CD>ちょっと 貝せてくださる?<*02>,Could you show me your<D3>Medarot for a moment?<*02>
243#kabuto,0x118f8b,また こんど<CD>おあいてして くださる?<*02>,Would you be my opponent<D3>again sometime?<*02>
243#kuwagata,0x118f8b,...まあ おつよいこと!<CD><*02>,...My, how strong you are!<D3><*02>
244#kabuto,0x118f8d,しんけんロボトルこそ<CD>男の しょうぶ!<*02>,A serious Robattle is<D3>a true man's bout!<*02>
244#kuwagata,0x118f8d,全力で かかって来い!<CD>うけて 立つ!<*02>,Come at me with all your might!<D3>I accept your challenge!<*02>
245#kabuto,0x118f8f,うおおっ! む...むねんっ!!<CD><*02>,Uooooh! I... I have regrets!!<D3><*02>
245#kuwagata,0x118f8f,くあっ!! や...やられたっ!!<CD><*02>,Kuaah!! I... I've been defeated!!<D3><*02>
246#kabuto,0x118f91,女の こわさって やつを<CD>思い知らせて あげるわ!<*02>,I'll teach you just how<D3>scary a woman can be!<*02>
246#kuwagata,0x118f91,女は 男よリ ずっと<CD>つよく なれるのよ!<*02>,Women can become far stronger<D3>than men!<*02>
247#kabuto,0x118f93,女の 本当の こわさは<CD>こんなものじゃないわよ<*02>,"The true terror of a woman<D3>isn't just this, you know.<*02>"
247#kuwagata,0x118f93,わたしも まだまだって<CD>ことかしら?<*02>,I suppose this means<D3>I still have a long way to go?<*02>
248#kabuto,0x118f95,よわいヤツは 引っこんでな!<CD><*02>,Weaklings should back off!<D3><*02>
248#kuwagata,0x118f95,よわ虫は よわ虫らしく<CD>おとなしく してろよな!<*02>,Weaklings should act like weaklings<D3>and stay quiet!<*02>
249#kabuto,0x118f97,何だよ- 話が ちがうじゃね-か!<CD><*02>,What the heck~ This isn't<D3>what we agreed on!<*02>
249#kuwagata,0x118f97,何で お前みたいな ヤツが<CD>勝つんだよ-!<*02>,Why did a guy like you have to win~!<D3><*02>
250#kabuto,0x118f99,あたいに 声を かけるなんざ<CD>10年 早いよ!<*02>,You're ten years too early<D3>to be talking to me!<*02>
250#kuwagata,0x118f99,あたいよリ よわい オトコなんて<CD>オトコじゃないね!<*02>,A guy weaker than me<D3>is no man at all!<*02>
251#kabuto,0x118f9b,10年して いいオトコに なったら<CD>また あいてしてやるよ!<*02>,"Come back in 10 years when you're a<D3>good man, and I'll take you on!<*02>"
251#kuwagata,0x118f9b,ふ-ん なかなか やるじゃない?<CD><*02>,Hmm~ Not bad, are you?<D3><*02>
252#kabuto,0x118f9d,それでは ロボトルの<CD>たんれんを はじめよう<*02>,"Well then, let us begin<D3>our Robattle training.<*02>"
252#kuwagata,0x118f9d,何ごとも しんけんに<CD>とリ租まなければ いけないよ<*02>,You must approach everything<D3>you do with sincerity.<*02>
253#kabuto,0x118f9f,この たたかいは ぼくに <CD>何を おしえてくれたのだろう...?<*02>,What has this battle taught me...?<D3><*02>
253#kuwagata,0x118f9f,毎日を しんけんに<CD>生きているかい?<*02>,Are you living every day<D3>with sincerity?<*02>
254#kabuto,0x118fa1,ロボトルも リっぱな<CD>たんれんなのよ<*02>,Robattling is a splendid<D3>form of training.<*02>
254#kuwagata,0x118fa1,ロボトルは とっても いい<CD>たんれんに なるわ<*02>,Robattles make for excellent training.<D3><*02>
255#kabuto,0x118fa3,たんれんを おこたっては<CD>いけないのよ<*02>,You must not neglect your training.<D3><*02>
255#kuwagata,0x118fa3,何ごとも どリょくするってことから<CD>はじまるのよ<*02>,Everything begins with<D3>making an effort.<*02>
256#kabuto,0x118fa5,うつくしさは つみなのよね<CD>ああ つみつくリな わたし...<*02>,"Beauty is a sin, isn't it?<D3>Ah, I'm such a sinner...<*02>"
256#kuwagata,0x118fa5,あら あなたに わたしの あいてが<CD>つとまるのかしら?<*02>,"Oh my, I wonder if you are capable<D3>of serving as my opponent?<*02>"
257#kabuto,0x118fa7,男の人って やっぱリ<CD>オオカミなのかしら?<*02>,Are men really just<D3>wolves after all?<*02>
257#kuwagata,0x118fa7,また あいてを してあげても<CD>よくてよ<*02>,I don't mind keeping you<D3>company again sometime.<*02>
258#kabuto,0x118fa9,テレビで 貝たよ キミのこと<CD>メダリンピックの チャンピオンか<*02>,I saw you on TV.<D3>So you're the Medarotter champion.<*02>
258#kuwagata,0x118fa9,メダリンピックの チャンピオンって<CD>キミのことだったのか<*02>,So you were the Medarotter champion<D3>all along.<*02>
259#kabuto,0x118fab,なるほどね だいたい 分かったよ<CD><*02>,"I see, I mostly understand it now.<D3><*02>"
259#kuwagata,0x118fab,次 たたかったら しょうぶは<CD>分からないよ<*02>,"If we battle again,<D3>who knows what the outcome will be.<*02>"
260#kabuto,0x118fad,あなたが メダリンピックの<CD>チャンピオン? きょうみ あるわね<*02>,You're the Medarotter champion?<D3>I'm interested.<*02>
260#kuwagata,0x118fad,メダリンピックの チャンピオンの<CD>院が どんなものか きょうみあるわ<*02>,I'm interested in seeing the skills<D3>of the Medarotter champion.<*02>
261#kabuto,0x118faf,なかなか 面白かったわ<CD><*02>,That was quite interesting.<D3><*02>
261#kuwagata,0x118faf,そうね 分からなくもないわ<CD><*02>,I see. I can understand that.<D3><*02>
262#kabuto,0x118fb1,あ-? いたい目に あわせっぞ?<CD>うらぁ!!<*02>,Ah~? I'll make you pay for this!<D3>Uraaa!!<*02>
262#kuwagata,0x118fb1,オレたちに たてつこうなんざ<CD>い-どきょう してるじゃね-か!<*02>,You've got a lot of nerve<D3>defying us!<*02>
263#kabuto,0x118fb3,なめたまね しやがって!<CD>なかまが だまっちゃいね-ぞ!<*02>,Don't mess with me!<D3>My friends won't let you get away with this!<*02>
263#kuwagata,0x118fb3,おぼえてやがれ!<CD>ばいにして かえしてやるからな!<*02>,Remember this!<D3>I'll pay you back double!<*02>
264#kabuto,0x118fb5,ハクマさまこそが このせかいを<CD>おすくいになる 方なのです<*02>,Lord Hakuma is the one<D3>who will save this world.<*02>
264#kuwagata,0x118fb5,ハクマさまを おまもリするのが<CD>わたしたちの しめいです<*02>,Our mission is to<D3>protect Lord Hakuma.<*02>
265#kabuto,0x118fb7,ハクマさまに 光 あれ!<CD><*02>,Light to Lord Hakuma!<D3><*02>
265#kuwagata,0x118fb7,ハクマさま...<CD>もうしわけございません...<*02>,Lord Hakuma...<D3>I am deeply sorry...<*02>
266#kabuto,0x118fb9,わたしたちの うつくしさに<CD>勝てるかしら?<*02>,I wonder if you can defeat<D3>our beauty?<*02>
266#kuwagata,0x118fb9,シュリさまの めいよに かけて<CD>わたしたちは まけられないわ<*02>,"On Lord Shuri's honor,<D3>we cannot lose.<*02>"
267#kabuto,0x118fbb,シュリさま もうしわけ あリません<CD><*02>,"Lord Shuri, I am so sorry.<D3><*02>"
267#kuwagata,0x118fbb,シュリさまに 会わせる かおが<CD>あリませんわ<*02>,I have no face to show Lord Shuri.<D3><*02>
268,0x118fbd,<CD><*02>,<CD><*02>
269,0x118fbf,<CD><*02>,<CD><*02>
270,0x118fc1,<CD><*02>,<CD><*02>
271,0x118fc3,<CD><*02>,<CD><*02>
272,0x118fc5,<FINAL>,<FINAL>
273,0x118fc7,@0x118fc3,@0x118fc3
274,0x118fc9,@0x118fc3,@0x118fc3
275,0x118fcb,@0x118fc3,@0x118fc3
276,0x118fcd,@0x118fc3,@0x118fc3
277,0x118fcf,@0x118fc3,@0x118fc3
278,0x118fd1,@0x118fc3,@0x118fc3
279,0x118fd3,@0x118fc3,@0x118fc3
280,0x118fd5,@0x118fc3,@0x118fc3
281,0x118fd7,@0x118fc3,@0x118fc3
282,0x118fd9,@0x118fc3,@0x118fc3
283,0x118fdb,@0x118fc3,@0x118fc3
284,0x118fdd,@0x118fc3,@0x118fc3
285,0x118fdf,@0x118fc3,@0x118fc3
286,0x118fe1,@0x118fc3,@0x118fc3
287,0x118fe3,@0x118fc3,@0x118fc3
288,0x118fe5,@0x118fc3,@0x118fc3
289,0x118fe7,@0x118fc3,@0x118fc3
290,0x118fe9,@0x118fc3,@0x118fc3
291,0x118feb,@0x118fc3,@0x118fc3
292,0x118fed,@0x118fc3,@0x118fc3
293,0x118fef,@0x118fc3,@0x118fc3
294,0x118ff1,@0x118fc3,@0x118fc3
295,0x118ff3,@0x118fc3,@0x118fc3
296,0x118ff5,@0x118fc3,@0x118fc3
297,0x118ff7,@0x118fc3,@0x118fc3
298,0x118ff9,@0x118fc3,@0x118fc3
299,0x118ffb,@0x118fc3,@0x118fc3
300,0x118ffd,@0x118fc3,@0x118fc3
301,0x118fff,@0x118fc3,@0x118fc3
302,0x119001,@0x118fc3,@0x118fc3
303,0x119003,@0x118fc3,@0x118fc3
304,0x119005,@0x118fc3,@0x118fc3
305,0x119007,@0x118fc3,@0x118fc3
306,0x119009,@0x118fc3,@0x118fc3
307,0x11900b,@0x118fc3,@0x118fc3
308,0x11900d,@0x118fc3,@0x118fc3
309,0x11900f,@0x118fc3,@0x118fc3
310,0x119011,@0x118fc3,@0x118fc3
311,0x119013,@0x118fc3,@0x118fc3
312,0x119015,@0x118fc3,@0x118fc3
313,0x119017,@0x118fc3,@0x118fc3
314,0x119019,@0x118fc3,@0x118fc3
315,0x11901b,@0x118fc3,@0x118fc3
316,0x11901d,@0x118fc3,@0x118fc3
317,0x11901f,@0x118fc3,@0x118fc3
318,0x119021,@0x118fc3,@0x118fc3
319,0x119023,@0x118fc3,@0x118fc3
320,0x119025,@0x118fc3,@0x118fc3
321,0x119027,@0x118fc3,@0x118fc3
322,0x119029,@0x118fc3,@0x118fc3
323,0x11902b,@0x118fc3,@0x118fc3
324,0x11902d,@0x118fc3,@0x118fc3
325,0x11902f,@0x118fc3,@0x118fc3
326,0x119031,@0x118fc3,@0x118fc3
327,0x119033,@0x118fc3,@0x118fc3
328,0x119035,@0x118fc3,@0x118fc3
329,0x119037,@0x118fc3,@0x118fc3
330,0x119039,@0x118fc3,@0x118fc3
331,0x11903b,@0x118fc3,@0x118fc3
332,0x11903d,@0x118fc3,@0x118fc3
333,0x11903f,@0x118fc3,@0x118fc3
334,0x119041,@0x118fc3,@0x118fc3
335,0x119043,@0x118fc3,@0x118fc3
336,0x119045,@0x118fc3,@0x118fc3
337,0x119047,@0x118fc3,@0x118fc3
338,0x119049,@0x118fc3,@0x118fc3
339,0x11904b,@0x118fc3,@0x118fc3
340,0x11904d,@0x118fc3,@0x118fc3
341,0x11904f,@0x118fc3,@0x118fc3
342,0x119051,@0x118fc3,@0x118fc3
343,0x119053,@0x118fc3,@0x118fc3
344,0x119055,@0x118fc3,@0x118fc3
345,0x119057,@0x118fc3,@0x118fc3
346,0x119059,@0x118fc3,@0x118fc3
347,0x11905b,@0x118fc3,@0x118fc3
348,0x11905d,@0x118fc3,@0x118fc3
349,0x11905f,@0x118fc3,@0x118fc3
350,0x119061,@0x118fc3,@0x118fc3
351,0x119063,@0x118fc3,@0x118fc3
352,0x119065,@0x118fc3,@0x118fc3
353,0x119067,@0x118fc3,@0x118fc3
354,0x119069,@0x118fc3,@0x118fc3
355,0x11906b,@0x118fc3,@0x118fc3
356,0x11906d,@0x118fc3,@0x118fc3
357,0x11906f,@0x118fc3,@0x118fc3
358,0x119071,@0x118fc3,@0x118fc3
359,0x119073,@0x118fc3,@0x118fc3
360,0x119075,@0x118fc3,@0x118fc3
361,0x119077,@0x118fc3,@0x118fc3
362,0x119079,@0x118fc3,@0x118fc3
363,0x11907b,@0x118fc3,@0x118fc3
364,0x11907d,@0x118fc3,@0x118fc3
365,0x11907f,@0x118fc3,@0x118fc3
366,0x119081,@0x118fc3,@0x118fc3
367,0x119083,@0x118fc3,@0x118fc3
368,0x119085,@0x118fc3,@0x118fc3
369,0x119087,@0x118fc3,@0x118fc3
370,0x119089,@0x118fc3,@0x118fc3
371,0x11908b,@0x118fc3,@0x118fc3
372,0x11908d,@0x118fc3,@0x118fc3
373,0x11908f,@0x118fc3,@0x118fc3
374,0x119091,@0x118fc3,@0x118fc3
375,0x119093,@0x118fc3,@0x118fc3
376,0x119095,@0x118fc3,@0x118fc3
377,0x119097,@0x118fc3,@0x118fc3
378,0x119099,@0x118fc3,@0x118fc3
379,0x11909b,@0x118fc3,@0x118fc3
380,0x11909d,@0x118fc3,@0x118fc3
381,0x11909f,@0x118fc3,@0x118fc3
382,0x1190a1,@0x118fc3,@0x118fc3
383,0x1190a3,@0x118fc3,@0x118fc3
